time,density,stop_time,speed,delay_time,travel_time,mean_queue,seed
15300,8.9946396841,60.4436435126,33.1529925912,75.6672,133.5486,130.8133,1446
11700,16.0989923403,164.105059767,27.0776490904,182.7082,239.9238,394.3129,3559
16200,6.80043191435,36.9149117605,36.840800699,49.9544,107.4092,79.1698,1446
13500,10.7156483831,65.0853966573,30.7525301454,82.8205,141.3192,167.5929,1631
900,1.4163629066,18.7817966107,46.1101582981,26.5482,83.9893,10.9022,6463
17100,6.71012233607,35.6723457499,37.2156155885,48.4731,106.2504,78.6951,1446
1800,1.52903576013,17.4690989587,47.2215129771,24.4742,81.9199,11.1209,6463
12600,17.0204284689,181.80582769,26.8518153409,200.6729,257.6017,434.8409,3559
14400,9.63432767025,52.8067286726,33.2649612436,67.6841,125.9164,138.0044,1631
2700,1.75126276521,15.7785211038,47.7673871318,22.6748,80.4849,12.2516,6463
18000,6.27180786323,32.3569794538,38.6954297506,44.3136,101.7278,68.2364,1446
3600,2.19502776826,26.2311607987,43.2374448116,34.0841,92.1015,21.0311,6463
15300,7.84633748219,48.7506221924,35.0781663492,62.535,120.3651,100.0356,1631
4500,2.79784411389,26.4837795316,42.3882609984,35.2022,92.9711,26.8356,6463
13500,16.8812814645,208.331262998,26.1903519879,225.364,282.5009,425.856,3559
18900,5.87749813967,32.7113727229,38.7913613528,44.0408,101.7885,62.1938,1446
5400,2.80618625649,26.6452906324,42.0563394168,35.23,92.7805,26.7449,6463
16200,7.09208392236,37.0148065758,36.8851214192,50.3203,107.8814,83.7556,1631
19800,5.25899657322,31.0875733884,39.7120313055,41.4134,99.2046,55.8818,1446
6300,3.97458687214,37.5097810805,39.7750784225,46.4792,103.5286,48.6809,6463
17100,6.65712056707,36.2693365578,36.8565082349,49.4127,107.5421,77.5556,1631
14400,17.1839629169,198.541783175,26.2228872007,216.6163,273.6024,443.0987,3559
20700,5.56563478973,32.0824975072,39.1643449729,43.1815,100.8448,59.4978,1446
7200,4.00047699704,36.9673744109,39.0675811319,47.0421,104.05,46.1324,6463
18000,6.55804273554,33.5361885467,38.0341675497,45.854,103.5686,72.3067,1631
21600,5.21851362674,29.2918525238,40.3888768681,39.5811,97.3044,53.0444,1446
8100,7.19028637932,43.6194835662,35.5734856227,55.8726,114.191,93.4969,6463
15300,15.8147195197,250.133564558,26.2930925441,268.7823,325.7221,406.7138,3559
18900,5.2912480245,32.4681540817,38.5489839252,43.7836,101.7803,57.712,1631
9000,7.96211108278,46.3738125447,34.3800283554,59.7632,118.4803,105.6818,6463
900,1.47785189128,18.9040379422,46.4056318921,26.4298,83.9897,11.4276,8901
19800,5.00904163008,29.2601348936,40.30295235,40.01,97.7128,50.5307,1631
16200,13.8053771925,182.389018973,30.1646652633,197.8899,254.8725,343.7636,3559
1800,1.48807074592,18.6719314898,45.5171876982,26.5954,84.678,10.6676,8901
20700,5.15789800583,31.3923711086,39.5225978934,42.087,100.1688,53.7422,1631
2700,1.67703438284,16.0457331751,47.2715654629,23.3209,81.3494,11.2267,8901
9900,10.8082021625,57.8962531167,31.354182715,74.2955,132.595,158.9956,6463
3600,1.97380342728,23.5869252469,44.5363518925,31.5599,89.5849,17.1964,8901
17100,13.7219898581,206.835165429,29.1450291692,225.4347,282.3739,312.6667,3559
21600,5.4189738145,30.9396987963,39.4484121345,42.0021,99.7916,56.7502,1631
4500,2.87530479674,29.5749614966,41.1243084012,38.9283,96.2407,29.0756,8901
10800,11.375992977,63.2955221533,29.987909195,81.7379,140.0313,174.5698,6463
5400,2.83539541141,27.119532556,41.8954263629,36.306,93.4099,27.7831,8901
900,1.44097014006,16.6105248195,47.6600399325,23.3459,81.0425,9.72,8399
18000,13.7574330634,154.957706308,28.0308565491,176.4582,234.1843,313.4542,3559
1800,1.53536266813,18.4487680473,46.1236005371,25.7414,83.4442,11.6507,8399
