training_iteration,episode_reward_max,five_min,te,s,thirty_min,ten_min_1,www,rand_min,,,ten_min
333,-8.09783354,-8.37516975402832,-9.49818178958606,-8.49293804168701,-8.57057285308838,-8.7171463010284,-8.16350269317627,-8.44383737565994,,,-12.29621833458
334,-8.025428498,-8.37516975402832,-9.49818178958606,-8.49293804168701,-8.57057285308838,-8.7171463010284,-8.16350269317627,-8.44383737565994,,,-8.35208859626964
335,-7.855239625,-8.37516975402832,-9.49818178958606,-8.70528888702393,-8.56772422790527,-8.7171463010284,-8.16350269317627,-8.44383737565994,,,-7.35386880390463
336,-7.855239625,-8.37516975402832,-9.18403274616005,-8.62794017791748,-8.53735542297363,-8.42882973344331,-8.75060653686523,-9.05110236534118,,,-7.41666314922193
337,-7.855239625,-8.37516975402832,-9.18403274616005,-8.62794017791748,-8.53735542297363,-8.42882973344331,-8.75060653686523,-9.05110236534118,,,-8.25638963116236
338,-7.819292093,-8.37516975402832,-9.17070682825168,-8.62794017791748,-8.53735542297363,-8.41659960576454,-8.75060653686523,-9.05110236534118,,,-8.57660516654591
339,-7.819292093,-8.37516975402832,-9.1094420331656,-8.62794017791748,-8.53735542297363,-8.36037261477839,-8.72745513916016,-9.02715594863892,,,-7.9566535759422
340,-7.819292093,-8.3938455581665,-9.1094420331656,-8.62794017791748,-8.53735542297363,-8.36037261477839,-8.72745513916016,-9.02715594863892,,,-7.37383716112093
341,-8.391442148,-8.3938455581665,-9.1094420331656,-8.62794017791748,-8.53735542297363,-8.36037261477839,-8.67704391479492,-8.97501360282898,,,-8.06165511161831
342,-8.068860663,-8.3938455581665,-9.63603904176575,-8.62794017791748,-8.35135555267334,-8.84366755136135,-8.67704391479492,-8.97501360282898,,,-7.86260894765585
343,-8.068860663,-8.3938455581665,-9.53037807319681,-8.62794017791748,-8.35135555267334,-8.74669508423784,-8.67704391479492,-8.97501360282898,,,-12.2718399633794
344,-8.30273479,-8.3938455581665,-9.39981970768737,-8.62794017791748,-8.34406661987305,-8.62687253312424,-8.67704391479492,-8.97501360282898,,,-8.60185689997339
345,-8.063447642,-8.27649688720703,-9.39981970768737,-8.62794017791748,-8.34406661987305,-8.62687253312424,-8.67704391479492,-8.97501360282898,,,-7.79234582658248
346,-7.910026336,-8.27649688720703,-9.39981970768737,-8.62794017791748,-8.34406661987305,-8.62687253312424,-8.67704391479492,-8.97501360282898,,,-8.21005690096925
347,-7.910026336,-8.27649688720703,-9.40357438728757,-8.62794017791748,-8.34406661987305,-8.63031846542091,-8.67704391479492,-8.97501360282898,,,-7.66735001198014
348,-8.394063611,-8.27649688720703,-9.33048404275798,-8.62794017791748,-8.34406661987305,-8.56323833992199,-8.67704391479492,-8.97501360282898,,,-8.50061401223718
349,-8.794628621,-8.27649688720703,-9.2426801649963,-8.47299957275391,-8.34406661987305,-8.48265457502865,-8.67704391479492,-8.97501360282898,,,-8.18078397920643
350,-7.209093855,-8.27649688720703,-9.2426801649963,-8.47299957275391,-8.34406661987305,-8.48265457502865,-8.67704391479492,-8.97501360282898,,,-8.10916428864671
351,-7.209093855,-9.6418924331665,-9.2426801649963,-8.47299957275391,-8.34406661987305,-8.48265457502865,-8.35536479949951,-8.64228802671432,,,-8.33345221614821
352,-7.209093855,-8.69602298736572,-9.201308030759,-8.47299957275391,-8.34406661987305,-8.44468447138969,-7.77626481788636,-8.04330175173257,,,-7.99239761995839
353,-7.709833067,-8.49293804168701,-9.201308030759,-8.47299957275391,-8.34406661987305,-8.44468447138969,-7.77626481788636,-8.04330175173257,,,-8.54038256788485
354,-7.709833067,-8.49293804168701,-9.201308030759,-8.47299957275391,-8.34406661987305,-8.44468447138969,-7.77626481788636,-8.04330175173257,,,-8.58488682053903
355,-7.709833067,-8.49293804168701,-9.28035249282877,-8.47299957275391,-8.34406661987305,-8.51722910734346,-7.77626481788636,-8.04330175173257,,,-8.76639462142633
356,-7.678060895,-8.49293804168701,-9.28035249282877,-8.47299957275391,-8.34406661987305,-8.51722910734346,-7.77626481788636,-8.04330175173257,,,-8.36022269591392
357,-7.678060895,-8.49293804168701,-9.28035249282877,-8.47299957275391,-8.34406661987305,-8.51722910734346,-7.77626481788636,-8.04330175173257,,,-8.29296715785169
358,-7.805275612,-8.49293804168701,-9.64943336324642,-8.47299957275391,-8.34406661987305,-8.85596045778667,-7.77626481788636,-8.04330175173257,,,-8.10462666009045
359,-8.023851864,-8.49293804168701,-9.06274795066616,-8.47299957275391,-8.34406661987305,-8.31751818668288,-7.77626481788636,-8.04330175173257,,,-12.5808759305315
360,-7.579695409,-8.49293804168701,-9.06274795066616,-8.47299957275391,-8.34406661987305,-8.31751818668288,-7.77626481788636,-8.04330175173257,,,-7.53055583140413
361,-7.579695409,-8.49293804168701,-9.06274795066616,-8.47299957275391,-8.43033123016357,-8.31751818668288,-7.77626481788636,-8.04330175173257,,,-7.68302932319182
362,-7.579695409,-8.49293804168701,-9.33873682100234,-8.47299957275391,-8.43033123016357,-8.57081249221132,-7.77626481788636,-8.04330175173257,,,-7.87082878834067
363,-8.112194403,-8.49293804168701,-9.33873682100234,-8.47299957275391,-8.43033123016357,-8.57081249221132,-7.77626481788636,-8.04330175173257,,,-7.58527323777084
364,-7.908010896,-8.49293804168701,-9.08714096522192,-8.47299957275391,-8.43033123016357,-8.33990536365172,-7.77626481788636,-8.04330175173257,,,-8.25346047794023
365,-7.908010896,-8.49293804168701,-9.08714096522192,-8.47299957275391,-8.43033123016357,-8.33990536365172,-7.77626481788636,-8.04330175173257,,,-8.36886525986837
366,-7.56184534,-8.49293804168701,-9.08714096522192,-8.64980697631836,-8.43033123016357,-8.33990536365172,-7.9385333486557,-8.21114258384854,,,-9.27006009196428
367,-7.56184534,-8.49293804168701,-9.36023658995627,-8.64980697631836,-8.43033123016357,-8.59054433516417,-7.9385333486557,-8.21114258384854,,,-8.92265467684154
368,-7.277501437,-8.49293804168701,-9.18800391179125,-8.64980697631836,-8.43033123016357,-8.43247435012466,-7.9385333486557,-8.21114258384854,,,-7.95303317712193
369,-8.265659312,-8.49293804168701,-9.18800391179125,-8.64980697631836,-8.43033123016357,-8.43247435012466,-7.9385333486557,-8.21114258384854,,,-8.11852534922769
370,-8.204916114,-8.49293804168701,-9.24907627484978,-8.56945991516113,-8.43033123016357,-8.48852473276888,-7.86479322633743,-8.13487022572986,,,-8.46503679768746
371,-7.870006287,-8.49293804168701,-9.24907627484978,-8.56945991516113,-8.3764181137085,-8.48852473276888,-7.86479322633743,-8.13487022572986,,,-7.5880495193703
372,-7.870006287,-8.49293804168701,-9.21126112637186,-8.22311305999756,-8.10792255401611,-8.4538191239503,-7.54692647307396,-7.80608792815932,,,-7.17301436303941
373,-8.548710906,-8.49293804168701,-9.21126112637186,-8.22311305999756,-8.10792255401611,-8.4538191239503,-7.54692647307396,-7.80608792815932,,,-9.56493017696907
374,-8.340890169,-8.49293804168701,-9.21126112637186,-8.22311305999756,-8.10792255401611,-8.4538191239503,-7.54692647307396,-7.80608792815932,,,-7.70931659569806
375,-7.790322923,-8.49293804168701,-9.42347982682568,-8.22311305999756,-7.94461536407471,-8.64858708066581,-7.54692647307396,-7.80608792815932,,,-13.1980452576027
376,-7.790322923,-8.49293804168701,-9.52183138509786,-8.22311305999756,-7.94461536407471,-8.73885119030126,-7.54692647307396,-7.80608792815932,,,-7.75360151080667
377,-8.261844094,-8.49293804168701,-9.3754950967039,-8.22311305999756,-8.48047542572022,-8.60454813490194,-7.54692647307396,-7.80608792815932,,,-8.0028028601881
378,-8.222183867,-8.49293804168701,-9.28685083219688,-8.22311305999756,-8.48047542572022,-8.52319308826533,-7.54692647307396,-7.80608792815932,,,-7.74285596505171
379,-7.707888729,-8.49293804168701,-9.28685083219688,-8.22311305999756,-8.48047542572022,-8.52319308826533,-7.54692647307396,-7.80608792815932,,,-8.14937019006706
380,-7.707888729,-8.49293804168701,-9.28685083219688,-8.22311305999756,-8.43943214416504,-8.52319308826533,-7.54692647307396,-7.80608792815932,,,-8.08916336312818
381,-7.707888729,-8.49293804168701,-9.13418383077131,-8.22311305999756,-8.43943214416504,-8.38307989436699,-7.54692647307396,-7.80608792815932,,,-8.66458079141242
382,-8.213407943,-8.70528888702393,-9.13418383077131,-8.22311305999756,-8.43943214416504,-8.38307989436699,-7.54692647307396,-7.80608792815932,,,-8.04091641435561
383,-8.213407943,-8.62794017791748,-9.13418383077131,-8.22311305999756,-8.37684631347656,-8.38307989436699,-7.54692647307396,-7.80608792815932,,,-9.95755169478023
384,-7.986424235,-8.62794017791748,-9.41485496321553,-8.22311305999756,-8.37684631347656,-8.64067143959032,-7.54692647307396,-7.80608792815932,,,-8.67058399356859
385,-7.986424235,-8.62794017791748,-9.43190699659501,-8.22311305999756,-8.37684631347656,-8.656321284265,-7.54692647307396,-7.80608792815932,,,-7.05801236460403
386,-8.41550119,-8.62794017791748,-9.19896426879836,-8.22311305999756,-8.37684631347656,-8.44253343697507,-7.54692647307396,-7.80608792815932,,,-9.79678657911099
387,-7.983962746,-8.62794017791748,-9.19896426879836,-8.22311305999756,-8.37684631347656,-8.44253343697507,-7.54692647307396,-7.80608792815932,,,-8.11629275887754
388,-7.983962746,-8.62794017791748,-9.19896426879836,-8.58623790740967,-8.37684631347656,-8.44253343697507,-7.88019156428337,-8.15079734260087,,,-7.81814258057773
389,-8.155044516,-8.62794017791748,-9.32187646796281,-8.58623790740967,-8.37684631347656,-8.55533856600223,-7.88019156428337,-8.15079734260087,,,-8.8576922131193
390,-8.155044516,-8.62794017791748,-9.34941980528222,-8.58623790740967,-7.82318258285522,-8.58061701469386,-7.88019156428337,-8.15079734260087,,,-12.29621833458
391,-8.155044516,-8.62794017791748,-9.30869938420075,-8.58623790740967,-7.82318258285522,-8.54324503383792,-7.88019156428337,-8.15079734260087,,,-8.35208859626964
392,-8.440996747,-8.62794017791748,-9.29745413759035,-8.58623790740967,-7.82318258285522,-8.5329244838563,-7.88019156428337,-8.15079734260087,,,-7.35386880390463
393,-8.440996747,-8.62794017791748,-9.29745413759035,-8.58623790740967,-7.82318258285522,-8.5329244838563,-7.88019156428337,-8.15079734260087,,,-7.41666314922193
394,-7.52971986,-8.62794017791748,-9.29745413759035,-8.58623790740967,-7.82318258285522,-8.5329244838563,-7.88019156428337,-8.15079734260087,,,-8.25638963116236
395,-7.52971986,-8.62794017791748,-9.34165787904566,-8.58623790740967,-7.82318258285522,-8.57349335165174,-7.88019156428337,-8.15079734260087,,,-8.57660516654591
396,-7.270389989,-8.47299957275391,-9.34165787904566,-8.59169864654541,-7.82318258285522,-8.57349335165174,-7.88520326683998,-8.15598114702327,,,-7.9566535759422
397,-7.270389989,-8.47299957275391,-9.29901013093818,-8.59169864654541,-7.82318258285522,-8.53435252787114,-7.88520326683998,-8.15598114702327,,,-7.37383716112093
398,-7.270389989,-8.47299957275391,-9.29901013093818,-8.59169864654541,-7.82318258285522,-8.53435252787114,-7.88520326683998,-8.15598114702327,,,-8.06165511161831
399,-8.373608471,-8.47299957275391,-9.29901013093818,-8.59169864654541,-7.82318258285522,-8.53435252787114,-7.88520326683998,-8.15598114702327,,,-7.86260894765585
400,-8.070500514,-8.47299957275391,-9.25022635688948,-8.59169864654541,-7.82318258285522,-8.48958024356246,-7.88520326683998,-8.15598114702327,,,-12.2718399633794
401,-8.070500514,-8.47299957275391,-9.25022635688948,-8.59169864654541,-8.33621215820313,-8.48958024356246,-7.88520326683998,-8.15598114702327,,,-8.60185689997339
402,-7.649828089,-8.47299957275391,-9.25022635688948,-8.59169864654541,-8.33621215820313,-8.48958024356246,-7.88520326683998,-8.15598114702327,,,-7.79234582658248
403,-7.649828089,-8.47299957275391,-9.25399231180379,-8.59169864654541,-8.33621215820313,-8.49303652400416,-7.88520326683998,-8.15598114702327,,,-8.21005690096925
404,-7.649828089,-8.47299957275391,-9.2871770646186,-8.59169864654541,-8.33621215820313,-8.52349249459501,-7.88520326683998,-8.15598114702327,,,-7.66735001198014
405,-7.848536822,-8.47299957275391,-9.2871770646186,-8.59169864654541,-8.33621215820313,-8.52349249459501,-7.88520326683998,-8.15598114702327,,,-8.50061401223718
406,-7.848536822,-8.47299957275391,-9.20268587414382,-8.59169864654541,-8.33621215820313,-8.44594901471297,-7.88520326683998,-8.15598114702327,,,-8.18078397920643
407,-8.121107054,-8.47299957275391,-9.20268587414382,-8.59169864654541,-8.34746551513672,-8.44594901471297,-7.88520326683998,-8.15598114702327,,,-8.10916428864671
408,-8.027991008,-8.47299957275391,-9.20268587414382,-8.59169864654541,-8.24782752990723,-8.44594901471297,-7.88520326683998,-8.15598114702327,,,-8.33345221614821
409,-8.027991008,-8.47299957275391,-9.23366968564344,-8.59169864654541,-8.24782752990723,-8.47438502739298,-7.88520326683998,-8.15598114702327,,,-7.99239761995839
410,-7.994912267,-8.47299957275391,-9.23366968564344,-8.6377477645874,-8.24782752990723,-8.47438502739298,-7.92746576590538,-8.19969494030657,,,-8.54038256788485
411,-7.994912267,-8.47299957275391,-9.29921985178071,-8.33231067657471,-8.24782752990723,-8.53454500336878,-7.64714476963997,-7.90974772102941,,,-8.58488682053903
412,-8.305694238,-8.47299957275391,-9.33391248993646,-8.33231067657471,-8.24782752990723,-8.56638486588899,-7.64714476963997,-7.90974772102941,,,-8.76639462142633
413,-7.908947715,-8.64980697631836,-9.31905237762088,-8.33231067657471,-8.24782752990723,-8.55274670060912,-7.64714476963997,-7.90974772102941,,,-8.36022269591392
414,-7.682472218,-8.64980697631836,-9.31905237762088,-8.33231067657471,-8.24782752990723,-8.55274670060912,-7.64714476963997,-7.90974772102941,,,-8.29296715785169
415,-7.682472218,-8.64980697631836,-9.12272660825555,-8.33231067657471,-8.24782752990723,-8.3725647992587,-7.64714476963997,-7.90974772102941,,,-8.10462666009045
416,-7.912635815,-8.64980697631836,-9.12272660825555,-8.33231067657471,-8.24782752990723,-8.3725647992587,-7.64714476963997,-7.90974772102941,,,-12.5808759305315
417,-8.15581372,-8.56945991516113,-9.13857443808758,-8.33231067657471,-8.24782752990723,-8.38710946204364,-7.64714476963997,-7.90974772102941,,,-7.53055583140413
418,-8.15581372,-8.56945991516113,-9.13857443808758,-8.33231067657471,-8.24782752990723,-8.38710946204364,-7.64714476963997,-7.90974772102941,,,-7.68302932319182
419,-7.926024073,-8.22311305999756,-9.58014430294871,-8.33231067657471,-8.29184532165527,-8.79236903691724,-7.64714476963997,-7.90974772102941,,,-7.87082878834067
420,-7.926024073,-8.22311305999756,-9.58014430294871,-8.33231067657471,-8.29184532165527,-8.79236903691724,-7.64714476963997,-7.90974772102941,,,-7.58527323777084
421,-8.219116786,-8.22311305999756,-9.54807129610561,-8.33231067657471,-8.29184532165527,-8.76293339342685,-7.64714476963997,-7.90974772102941,,,-8.25346047794023
422,-8.219116786,-8.22311305999756,-9.27233048267995,-8.33231067657471,-8.29184532165527,-8.50986674708918,-7.64714476963997,-7.90974772102941,,,-8.36886525986837
423,-8.219116786,-8.22311305999756,-9.27233048267995,-8.33231067657471,-8.29184532165527,-8.50986674708918,-7.64714476963997,-7.90974772102941,,,-9.27006009196428
424,-7.996857769,-8.22311305999756,-9.27233048267995,-8.33231067657471,-8.910303141,-8.50986674708918,-7.64714476963997,-7.90974772102941,,,-8.92265467684154
425,-7.996857769,-8.22311305999756,-9.58173487392649,-8.33231067657471,-8.910303141,-8.79382881524352,-7.64714476963997,-7.90974772102941,,,-7.95303317712193
426,-7.850867823,-8.22311305999756,-9.60884448749629,-8.33231067657471,-7.972516389,-8.81870920528947,-7.64714476963997,-7.90974772102941,,,-8.11852534922769
427,-7.850867823,-8.22311305999756,-9.36395819530173,-8.33231067657471,-7.972516389,-8.59395991290207,-7.64714476963997,-7.90974772102941,,,-8.46503679768746
428,-8.083006269,-8.22311305999756,-9.36395819530173,-8.49750328063965,-8.394205391,-8.59395991290207,-7.79875358587265,-8.06656278401152,,,-7.5880495193703
429,-8.408016552,-8.22311305999756,-9.99669123903886,-8.49750328063965,-8.394205391,-9.1746633184527,-7.79875358587265,-8.06656278401152,,,-7.17301436303941
430,-8.408016552,-8.22311305999756,-9.56041776506122,-8.49750328063965,-8.17223533,-8.77426461224024,-7.79875358587265,-8.06656278401152,,,-9.56493017696907
431,-8.176033507,-8.22311305999756,-9.56041776506122,-8.49750328063965,-8.17223533,-8.77426461224024,-7.79875358587265,-8.06656278401152,,,-7.70931659569806
432,-8.062502751,-8.22311305999756,-9.5066886382418,-8.49750328063965,-8.007339158,-8.72495363151918,-7.79875358587265,-8.06656278401152,,,-13.1980452576027
433,-8.062502751,-8.22311305999756,-9.26962290391721,-8.49750328063965,-8.007339158,-8.5073818125281,-7.79875358587265,-8.06656278401152,,,-7.75360151080667
434,-8.062502751,-8.22311305999756,-9.26962290391721,-8.49750328063965,-8.580585027,-8.5073818125281,-7.79875358587265,-8.06656278401152,,,-8.0028028601881
435,-8.654820219,-8.58623790740967,-9.26962290391721,-8.37270164489746,-9.312514559,-8.5073818125281,-7.68421438863754,-7.94809031074336,,,-7.74285596505171
436,-8.019716501,-8.58623790740967,-9.65726970655614,-8.37270164489746,-8.883370125,-8.86315241858603,-7.68421438863754,-7.94809031074336,,,-8.14937019006706
437,-7.988265609,-8.58623790740967,-9.65726970655614,-8.37270164489746,-8.883370125,-8.86315241858603,-7.68421438863754,-7.94809031074336,,,-8.08916336312818
438,-7.988265609,-8.58623790740967,-9.65726970655614,-8.37270164489746,-8.883370125,-8.86315241858603,-7.68421438863754,-7.94809031074336,,,-8.66458079141242
439,-8.459607317,-8.58623790740967,-9.66132130276136,-8.37270164489746,-9.251326918,-8.86687085203529,-7.68421438863754,-7.94809031074336,,,-8.04091641435561
440,-8.614135831,-8.58623790740967,-9.06861487244385,-8.37270164489746,-8.390916984,-8.32290267148279,-7.68421438863754,-7.94809031074336,,,-9.95755169478023
441,-8.392815261,-8.58623790740967,-9.06861487244385,-8.16848468780518,-8.390916984,-8.32290267148279,-7.49679019192696,-7.75422996711773,,,-8.67058399356859
442,-7.821510535,-8.58623790740967,-9.06861487244385,-8.16848468780518,-8.390916984,-8.32290267148279,-7.49679019192696,-7.75422996711773,,,-7.05801236460403
443,-7.821510535,-8.59169864654541,-9.49006130836064,-8.16848468780518,-8.033748195,-8.70969356697415,-7.49679019192696,-7.75422996711773,,,-9.79678657911099
444,-7.821510535,-8.59169864654541,-9.51541948980463,-8.16848468780518,-8.033748195,-8.732966545158,-7.49679019192696,-7.75422996711773,,,-8.11629275887754
445,-8.047383106,-8.59169864654541,-9.4289077630405,-8.16848468780518,-8.433281197,-8.65356867768568,-7.49679019192696,-7.75422996711773,,,-7.81814258057773
446,-7.625715597,-8.59169864654541,-9.4289077630405,-8.16848468780518,-9.456881351,-8.65356867768568,-7.49679019192696,-7.75422996711773,,,-8.8576922131193
447,-7.625715597,-8.59169864654541,-9.4289077630405,-8.16848468780518,-9.456881351,-8.65356867768568,-7.49679019192696,-7.75422996711773,,,-12.29621833458
448,-8.052182246,-8.59169864654541,-9.54295831699839,-8.16848468780518,-8.70274988,-8.75824085459161,-7.49679019192696,-7.75422996711773,,,-8.35208859626964
449,-8.076223733,-8.59169864654541,-9.62814632188546,-8.16848468780518,-8.70274988,-8.83642384983682,-7.49679019192696,-7.75422996711773,,,-7.35386880390463
450,-8.076223733,-8.59169864654541,-9.62814632188546,-8.16848468780518,-8.337539544,-8.83642384983682,-7.49679019192696,-7.75422996711773,,,-7.41666314922193
451,-8.313110096,-8.59169864654541,-9.6418924331665,-8.16848468780518,-8.337539544,-8.84903961838722,-7.49679019192696,-7.75422996711773,,,-8.25638963116236
452,-7.833750099,-8.59169864654541,-9.60165910565479,-8.16848468780518,-8.742706744,-8.8121146773968,-7.49679019192696,-7.75422996711773,,,-8.57660516654591
453,-7.833750099,-8.59169864654541,-9.47365873307417,-8.16848468780518,-8.742706744,-8.69463977545348,-7.49679019192696,-7.75422996711773,,,-7.9566535759422
454,-7.833750099,-8.59169864654541,-9.47365873307417,-8.16848468780518,-9.442596014,-8.69463977545348,-7.49679019192696,-7.75422996711773,,,-7.37383716112093
455,-8.279206741,-8.59169864654541,-9.14924765042857,-8.16848468780518,-9.610311216,-8.39690501613383,-7.49679019192696,-7.75422996711773,,,-8.06165511161831
456,-8.001879563,-8.59169864654541,-9.14924765042857,-8.16848468780518,-8.02304579,-8.39690501613383,-7.49679019192696,-7.75422996711773,,,-7.86260894765585
457,-8.001879563,-8.6377477645874,-9.14924765042857,-8.16848468780518,-8.02304579,-8.39690501613383,-7.49679019192696,-7.75422996711773,,,-12.2718399633794
458,-7.961531162,-8.33231067657471,-9.38303302003339,-8.39625835418701,-8.512555066,-8.61146621479604,-7.70583402972221,-7.97045237030287,,,-8.60185689997339
459,-7.961531162,-8.33231067657471,-9.38303302003339,-8.16350269317627,-8.512555066,-8.61146621479604,-7.49221786671639,-7.74950062825943,,,-7.79234582658248
460,-8.233458027,-8.33231067657471,-9.51914861202616,-8.16350269317627,-8.512555066,-8.73638902165925,-7.49221786671639,-7.74950062825943,,,-8.21005690096925
461,-8.233458027,-8.33231067657471,-9.51914861202616,-8.16350269317627,-9.249198664,-8.73638902165925,-7.49221786671639,-7.74950062825943,,,-7.66735001198014
462,-7.984563335,-8.33231067657471,-9.51914861202616,-8.16350269317627,-9.654745441,-8.73638902165925,-7.49221786671639,-7.74950062825943,,,-8.50061401223718
463,-7.915483883,-8.33231067657471,-9.56592312509963,-8.16350269317627,-7.938002507,-8.77931726652269,-7.49221786671639,-7.74950062825943,,,-8.18078397920643
464,-7.915483883,-8.33231067657471,-9.56190385146154,-8.16350269317627,-7.938002507,-8.77562849775586,-7.49221786671639,-7.74950062825943,,,-8.10916428864671
465,-7.915483883,-8.33231067657471,-9.56190385146154,-8.16350269317627,-7.938002507,-8.77562849775586,-7.49221786671639,-7.74950062825943,,,-8.33345221614821
466,-8.28242371,-8.33231067657471,-9.56190385146154,-8.16350269317627,-9.106799807,-8.77562849775586,-7.49221786671639,-7.74950062825943,,,-7.99239761995839
467,-8.97481083,-8.33231067657471,-9.4685502640926,-8.16350269317627,-8.110953684,-8.68995137587627,-7.49221786671639,-7.74950062825943,,,-8.54038256788485
468,-8.630666048,-8.33231067657471,-9.4685502640926,-8.16350269317627,-8.110953684,-8.68995137587627,-7.49221786671639,-7.74950062825943,,,-8.58488682053903
469,-8.274157358,-8.33231067657471,-9.4685502640926,-8.16350269317627,-8.110953684,-8.68995137587627,-7.49221786671639,-7.74950062825943,,,-8.76639462142633
470,-8.274157358,-8.33231067657471,-9.51247963957112,-8.16350269317627,-8.979720073,-8.73026843880919,-7.49221786671639,-7.74950062825943,,,-8.36022269591392
471,-8.052087104,-8.33231067657471,-9.51247963957112,-8.16350269317627,-8.979720073,-8.73026843880919,-7.49221786671639,-7.74950062825943,,,-8.29296715785169
472,-8.052087104,-8.33231067657471,-9.41228795003542,-8.16350269317627,-8.919175569,-8.63831551190401,-7.49221786671639,-7.74950062825943,,,-8.10462666009045
473,-7.89372118,-8.33231067657471,-9.41228795003542,-8.16350269317627,-8.588760141,-8.63831551190401,-7.49221786671639,-7.74950062825943,,,-12.5808759305315
474,-7.89372118,-8.33231067657471,-9.41228795003542,-8.16350269317627,-8.588760141,-8.63831551190401,-7.49221786671639,-7.74950062825943,,,-7.53055583140413
475,-7.905472046,-8.49750328063965,-9.47892881489139,-8.16350269317627,-8.670356825,-8.69947649844287,-7.49221786671639,-7.74950062825943,,,-7.68302932319182
476,-7.905472046,-8.49750328063965,-9.47892881489139,-8.75060653686523,-8.670356825,-8.69947649844287,-8.0310441613388,-8.30683021783918,,,-7.87082878834067
477,-7.986457456,-8.49750328063965,-9.47892881489139,-8.75060653686523,-8.37252239,-8.69947649844287,-8.0310441613388,-8.30683021783918,,,-7.58527323777084
478,-8.957031493,-8.49750328063965,-9.55983295210247,-8.75060653686523,-8.37252239,-8.77372788845108,-8.0310441613388,-8.30683021783918,,,-8.25346047794023
479,-7.941925107,-8.49750328063965,-9.3166462255888,-8.72745513916016,-8.37252239,-8.55053840645863,-8.00979650306702,-8.28485291498234,,,-8.36886525986837
480,-7.941925107,-8.49750328063965,-9.3166462255888,-8.72745513916016,-8.891543483,-8.55053840645863,-8.00979650306702,-8.28485291498234,,,-9.27006009196428
481,-8.21808217,-8.49750328063965,-9.3166462255888,-8.67704391479492,-8.891543483,-8.55053840645863,-7.96353059368134,-8.23699823426835,,,-8.92265467684154
482,-8.21808217,-8.37270164489746,-9.31883138146423,-8.67704391479492,-8.891543483,-8.55254387696643,-7.96353059368134,-8.23699823426835,,,-7.95303317712193
483,-8.301027592,-8.37270164489746,-9.23252261035417,-8.67704391479492,-8.051488408,-8.47333227610475,-7.96353059368134,-8.23699823426835,,,-8.11852534922769
484,-8.369151842,-8.37270164489746,-9.23252261035417,-8.67704391479492,-8.051488408,-8.47333227610475,-7.96353059368134,-8.23699823426835,,,-8.46503679768746
485,-8.369151842,-8.37270164489746,-9.23252261035417,-8.67704391479492,-8.051488408,-8.47333227610475,-7.96353059368134,-8.23699823426835,,,-7.5880495193703
486,-8.467309893,-8.37270164489746,-9.58014430294871,-8.67704391479492,-8.715038427,-8.79236903691724,-7.96353059368134,-8.23699823426835,,,-7.17301436303941
487,-7.947338758,-8.37270164489746,-9.58014430294871,-8.67704391479492,-8.715038427,-8.79236903691724,-7.96353059368134,-8.23699823426835,,,-9.56493017696907
488,-7.947338758,-8.16848468780518,-9.58014430294871,-8.67704391479492,-8.423268479,-8.79236903691724,-7.96353059368134,-8.23699823426835,,,-7.70931659569806
489,-7.967653644,-8.16848468780518,-9.54807129610561,-8.67704391479492,-8.423268479,-8.76293339342685,-7.96353059368134,-8.23699823426835,,,-13.1980452576027
490,-8.020018862,-8.16848468780518,-9.27233048267995,-8.67704391479492,-8.423268479,-8.50986674708918,-7.96353059368134,-8.23699823426835,,,-7.75360151080667
491,-8.020018862,-8.16848468780518,-9.27233048267995,-8.35536479949951,-8.588595375,-8.50986674708918,-7.66830315203667,-7.93163268227761,,,-8.0028028601881
492,-8.42618781,-8.16848468780518,-9.27233048267995,-8.35536479949951,-8.469485003,-8.50986674708918,-7.66830315203667,-7.93163268227761,,,-7.74285596505171
493,-8.359531508,-8.16848468780518,-9.58173487392649,-8.35536479949951,-8.469485003,-8.79382881524352,-7.66830315203667,-7.93163268227761,,,-8.14937019006706
494,-7.91422977,-8.16848468780518,-9.60884448749629,-8.35536479949951,-8.658643245,-8.81870920528947,-7.66830315203667,-7.93163268227761,,,-8.08916336312818
495,-7.91422977,-8.16848468780518,-9.36395819530173,-8.31170558929443,-8.658643245,-8.59395991290207,-7.62823403868675,-7.89018759557525,,,-8.66458079141242
496,-7.91422977,-8.16848468780518,-9.36395819530173,-8.31170558929443,-8.57626385,-8.59395991290207,-7.62823403868675,-7.89018759557525,,,-8.04091641435561
497,-8.242212781,-8.16848468780518,-9.99669123903886,-8.31170558929443,-8.57626385,-9.1746633184527,-7.62823403868675,-7.89018759557525,,,-9.95755169478023
498,-7.957383526,-8.16848468780518,-9.56041776506122,-8.31170558929443,-9.016559774,-8.77426461224024,-7.62823403868675,-7.89018759557525,,,-8.67058399356859
499,-7.957383526,-8.16848468780518,-9.56041776506122,-8.31170558929443,-9.884929991,-8.77426461224024,-7.62823403868675,-7.89018759557525,,,-7.05801236460403
500,-7.957383526,-8.16848468780518,-9.5066886382418,-8.31170558929443,-8.86375506,-8.72495363151918,-7.62823403868675,-7.89018759557525,,,-9.79678657911099
501,-7.927872988,-8.16848468780518,-9.26962290391721,-8.31170558929443,-8.86375506,-8.5073818125281,-7.62823403868675,-7.89018759557525,,,-8.11629275887754
502,-7.927872988,-8.16848468780518,-9.26962290391721,-8.31170558929443,-8.762796782,-8.5073818125281,-7.62823403868675,-7.89018759557525,,,-7.81814258057773
