,training_iteration,episode_reward_max,five_min
633,634,-8.21400150784044,-8.310285200681749
634,635,-7.9062736316199125,-8.253230546152299
635,636,-8.099519227705338,-8.130182724971675
636,637,-8.097872006475383,-8.46477929676019
637,638,-8.469270163076812,-8.267234217065274
638,639,-8.591179260071973,-8.105308611363956
639,640,-7.8722951626273705,-8.25954266426334
640,641,-8.230820091903814,-8.504604581212252
641,642,-7.912212683222784,-8.338981706238501
642,643,-8.15954294948586,-8.535659214116427
643,644,-8.3048410655451,-8.662162455705065
644,645,-8.11664915132413,-8.30209500255556
645,646,-8.067057262831732,-8.390030435527622
646,647,-8.300421393079235,-8.380840290411822
647,648,-8.067057262831732,-8.404154492396062
648,649,-7.8981550446635485,-8.509494232627382
649,650,-8.202317796604621,-8.213249638316784
650,651,-8.804430035546096,-8.53747587750689
651,652,-8.045013831457924,-8.323995646137881
652,653,-8.38020509142765,-8.207040976942539
653,654,-7.999189122156771,-8.353803642664142
654,655,-8.499745082980096,-8.235397661143155
655,656,-8.238471126216549,-8.31749007430931
656,657,-8.739406272494193,-8.113035803108666
657,658,-7.972855213026819,-8.342078718832035
658,659,-7.360781953303862,-8.390626745539619
659,660,-7.7517583094939715,-8.173206102824548
660,661,-7.977467987100167,-8.52901251668792
661,662,-7.335066523947327,-8.542587090116426
662,663,-8.521311793345557,-8.309272385755902
663,664,-7.585896275789868,-8.52342010914909
664,665,-8.435820482349031,-8.890159927839443
665,666,-8.84444766110145,-8.419112708851788
666,667,-8.27801132898749,-8.464637046630507
667,668,-8.514190169840866,-8.555624126791862
668,669,-8.041522634193353,-8.389673192610626
669,670,-8.54714095570045,-8.431584161848882
670,671,-7.909835337570793,-8.381676433064067
671,672,-7.594286348212558,-8.307124061058497
672,673,-7.6845480159658655,-8.175019052383433
673,674,-8.335175019011126,-8.363069485211573
674,675,-8.5960508084097,-8.467816478604322
675,676,-8.56068663730151,-8.367084514873216
676,677,-8.03946455137493,-8.152732810434015
677,678,-8.162458647931237,-8.433541685565595
678,679,-8.03846980927088,-8.449687242522318
679,680,-8.136301671261856,-8.29260002121327
680,681,-8.072392723349752,-8.087672271087444
681,682,-8.102196973129418,-8.353644149744992
682,683,-7.69912970014194,-8.362877767306626
683,684,-7.999257958465441,-8.84145254229126
684,685,-7.899088112536426,-8.169937285152832
685,686,-7.276056121528373,-8.225901497602925
686,687,-8.000134097584812,-8.547110444708386
687,688,-8.03516664554552,-8.345255774876332
688,689,-7.84644435840416,-8.250070283085568
689,690,-7.514824561336407,-8.442657977190214
690,691,-8.090636618845167,-8.397125718685297
691,692,-8.195537360776036,-8.42455606718108
692,693,-7.60718865962784,-8.458362533947597
693,694,-7.394179430947604,-8.366961958431169
694,695,-8.51985151054458,-8.185835090905663
695,696,-8.484535965726293,-8.321128227917924
696,697,-8.133864889704771,-8.365532923328168
697,698,-8.078141600713442,-8.507062203491666
698,699,-7.903311253747265,-8.458946874205449
699,700,-7.581700152957521,-8.592235066946555
700,701,-7.95370498930741,-8.738315587156347
701,702,-8.02336003860611,-8.157241032892342
702,703,-7.944024939288094,-8.098396824789578
703,704,-7.754861359510688,-8.416223055218628
704,705,-8.463908729770043,-8.311385411752866
705,706,-7.4781127990804706,-8.467276992666356
706,707,-8.16277813714418,-8.687599433935864
707,708,-8.62110308202302,-8.357957055803181
708,709,-7.877072763524176,-8.547577187988718
709,710,-7.638587795970411,-8.53618977301824
710,711,-7.829902862696659,-8.63140417964057
711,712,-7.8233922597649554,-8.623396259136264
712,713,-7.762834395847437,-8.289700533711635
713,714,-8.221395748708334,-8.549357555019016
714,715,-7.9251147229828165,-8.353464268236495
715,716,-8.285231699175869,-8.270791387231592
716,717,-8.550644900953616,-8.399209348321289
717,718,-8.293592432831465,-8.474036673617006
718,719,-7.703896027345835,-8.45236343878378
719,720,-7.961458516882499,-8.301847277302356
720,721,-7.7574288412003405,-8.35657545855508
721,722,-8.413696335408813,-8.16873688713142
722,723,-8.486827287215513,-8.131746801680332
723,724,-7.072141005129294,-8.297678570558746
724,725,-8.130414907635291,-8.39722835581291
725,726,-7.90949336888584,-8.3875380789752
726,727,-7.587999430741996,-8.533931959491138
727,728,-8.377348025240584,-8.387308349081371
728,729,-7.302290050207041,-8.34575867611317
729,730,-8.615641589032185,-8.425977420880878
730,731,-8.16379452394629,-8.295687691559667
731,732,-8.94709395591366,-8.530098639419684
732,733,-7.688180227773311,-8.34723809591569
733,734,-7.317181738300218,-8.217402797715778
734,735,-8.22533238418127,-8.243884608252731
735,736,-8.57786561733102,-8.37374483064531
736,737,-8.067057262831732,-8.214571174142717
737,738,-8.107510855448318,-8.548746779661862
738,739,-8.101059153600433,-8.475260952036805
739,740,-7.641057051648941,-8.60245340925762
740,741,-8.512849732281392,-8.691345744238937
741,742,-7.841947558484989,-8.505413804352381
742,743,-8.823843651669147,-8.784574865676829
743,744,-8.129577869893591,-8.466710892857694
744,745,-8.567979992200618,-8.693134334753442
745,746,-8.347797389690403,-8.337202221531545
746,747,-8.529971891087596,-8.10338913712045
747,748,-7.729112652385923,-8.296015096954024
748,749,-8.336652325541156,-8.434372597712809
749,750,-8.159589968482196,-8.164127030251171
750,751,-7.620072317382564,-8.139446266558236
751,752,-8.074821823571645,-8.389563760728267
752,753,-7.23156116468016,-8.346925909157253
753,754,-7.796942817920607,-8.011388901790912
754,755,-8.637045532626509,-8.422011377465093
755,756,-8.542070736822598,-8.471236911720132
756,757,-7.7758773341309135,-8.884933713321036
757,758,-8.119467806590622,-8.581049732855162
758,759,-8.186127788834822,-8.403367716599744
759,760,-8.436581252879053,-8.37400907639387
760,761,-8.194795436329043,-8.202781235190733
761,762,-8.560275622906966,-8.686159920522343
762,763,-8.069906249397391,-8.67436250777265
763,764,-8.417951384792659,-8.296490236723141
764,765,-8.067057262831732,-8.25192611471217
765,766,-8.229978854824694,-8.203901981905089
766,767,-7.831240538427749,-8.387779909097457
767,768,-7.607219628326438,-8.399519311250065
768,769,-8.317041261326608,-8.308732692212445
769,770,-7.4851809065007435,-8.148562915725647
770,771,-8.250992848625382,-8.634445254087677
771,772,-8.431964652994255,-8.438408125533368
772,773,-7.656979490315616,-8.809619054316965
773,774,-8.02486724702193,-8.22875384712426
774,775,-8.458805640606837,-8.537172081470418
775,776,-7.793987503084482,-8.655220312594317
776,777,-8.365860200078572,-8.39978164259486
777,778,-8.53714838895296,-8.411089987805957
778,779,-8.093271502164198,-8.302378262948793
779,780,-8.329981083804446,-8.433907016446549
780,781,-8.371809223692944,-8.533589156689466
781,782,-8.06983566324689,-8.617309750526722
782,783,-8.261335816689568,-8.21016481677908
783,784,-8.68556918212079,-8.750314630973223
784,785,-7.71450074656319,-8.253754357875627
785,786,-7.610777451871025,-8.52574943123451
786,787,-7.30593883298479,-8.700241155153817
787,788,-8.174723542938324,-8.426282949846527
788,789,-7.484592139020388,-8.446322868656138
789,790,-7.549554598537348,-8.528264364163325
790,791,-8.301529044726664,-8.346672872663548
791,792,-7.649352044733831,-8.498948819397476
792,793,-8.2842493485129,-8.553644181682023
793,794,-7.975036140613473,-7.939809757604335
794,795,-8.06593647835077,-8.311690401520917
795,796,-7.630060537646039,-8.71758615572337
796,797,-8.067057262831732,-8.22056217269235
797,798,-7.65293295897474,-8.582894561390692
798,799,-8.478871410435444,-8.24905865612448
799,800,-7.764461112765439,-8.61143945150335
800,801,-7.841020716044944,-8.173161859787497
801,802,-7.641461501041591,-8.345956737519257
802,803,-8.498598878924984,-8.226315232280994
803,804,-8.301787977456604,-8.404139236275817
804,805,-7.682711218987203,-8.408336768465295
805,806,-8.019342534760685,-8.314351575218312
806,807,-8.045668441379705,-8.397125718685297
807,808,-8.027097194232653,-8.596120980409289
808,809,-8.349569691184925,-8.736965251835231
809,810,-7.729814971761137,-8.525986286033486
810,811,-7.92726032406789,-8.242897709412455
811,812,-8.525808049954225,-8.40290398395947
812,813,-8.066997683096147,-8.505538771324863
813,814,-8.193845390002986,-8.473454103772653
814,815,-7.6673666363149735,-8.51619601471307
815,816,-8.216149146339895,-7.972235382576067
816,817,-7.928582832380807,-8.503101782724618
817,818,-8.104918613514446,-8.339312467921644
818,819,-7.9379865410961905,-8.06041745303506
819,820,-7.941389023113162,-8.515464528296016
820,821,-8.273825710158176,-8.19921833280611
821,822,-7.938874865085459,-8.431472579663806
822,823,-7.933267844112946,-8.42383902376276
823,824,-8.246178653502493,-8.474370001534702
824,825,-8.067057262831732,-8.619376855342242
825,826,-8.17349476700592,-8.414554952299778
826,827,-8.579062122883416,-8.25876978361793
827,828,-7.907508134950522,-8.16623417985935
828,829,-7.563187390922183,-8.245648609050084
829,830,-8.273927263946122,-8.222567065062131
830,831,-8.361420719417332,-8.166034901654408
831,832,-7.587698210344672,-8.491036287849877
